mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,param_class_weight,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.00231022834777832,0.0003335124802394731,0.0012226581573486328,0.00045167155851489254,l2,balanced,0.01,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 0.01}",0.2716049382716049,0.26970227670753066,0.26618705035971224,0.2699822380106572,0.27353463587921845,0.27020222784574466,0.002428684283840228,45,0.27076923076923076,0.26799653078924546,0.28,0.27365615282096845,0.27236315086782376,0.2729570130494537,0.003995945681711601
0.010695362091064453,0.0029536140487951895,0.0009414196014404297,9.378801442944297e-05,l1,,2.0,"{'penalty': 'l1', 'class_weight': None, 'C': 2.0}",0.4596774193548387,0.49327354260089684,0.43621399176954734,0.48,0.5065502183406113,0.4751430344131788,0.02487316728681928,17,0.4900105152471083,0.4772727272727273,0.49894736842105264,0.48598130841121495,0.48805815160955346,0.4880540141923314,0.00697173345368085
0.0034627437591552733,0.0014505962433119227,0.0009104251861572265,3.81376135789301e-05,l2,,50.0,"{'penalty': 'l2', 'class_weight': None, 'C': 50.0}",0.4596774193548387,0.4954954954954955,0.44081632653061226,0.48412698412698413,0.5065502183406113,0.4773332887697084,0.02397860412649286,1,0.48898216159496327,0.4772727272727273,0.4994731296101159,0.4864864864864865,0.48805815160955346,0.4880545313147692,0.007070374262487912
0.003079652786254883,0.0007068966209513954,0.0011399269104003906,0.0004464952365703514,l2,,5.0,"{'penalty': 'l2', 'class_weight': None, 'C': 5.0}",0.4596774193548387,0.4954954954954955,0.44081632653061226,0.48412698412698413,0.5065502183406113,0.4773332887697084,0.02397860412649286,1,0.4894957983193277,0.4772727272727273,0.49894736842105264,0.4864864864864865,0.48805815160955346,0.48805210642182956,0.006920075107872099
0.004607152938842773,0.002378970824779813,0.0009484767913818359,7.0356736945025e-05,l2,,1.0,"{'penalty': 'l2', 'class_weight': None, 'C': 1.0}",0.4596774193548387,0.49327354260089684,0.43621399176954734,0.48,0.5065502183406113,0.4751430344131788,0.02487316728681928,17,0.49159663865546216,0.4772727272727273,0.49894736842105264,0.4864864864864865,0.4890738813735692,0.4886754204418596,0.007057167216712269
0.031021785736083985,0.00544244427188069,0.0010853290557861328,0.00011408645651398225,l1,,10.0,"{'penalty': 'l1', 'class_weight': None, 'C': 10.0}",0.4596774193548387,0.4954954954954955,0.44081632653061226,0.48412698412698413,0.5065502183406113,0.4773332887697084,0.02397860412649286,1,0.48898216159496327,0.47678018575851394,0.4994731296101159,0.4864864864864865,0.48805815160955346,0.48795602301192664,0.007221717398935995
0.0014986038208007813,0.00041396039449456484,0.0009009838104248047,7.246497289721359e-05,l2,,0.001,"{'penalty': 'l2', 'class_weight': None, 'C': 0.001}",0.4195804195804196,0.45038167938931295,0.4044943820224719,0.4411764705882353,0.43346007604562736,0.42981860552521345,0.016194061630969852,25,0.4295051353874883,0.43204320432043203,0.4450600184672207,0.43283582089552236,0.4306306306306306,0.4340149619402588,0.005640278527660037
0.003118276596069336,0.0016774100735010423,0.001195240020751953,0.0006069705195623056,l2,,0.2,"{'penalty': 'l2', 'class_weight': None, 'C': 0.2}",0.4578313253012048,0.497737556561086,0.4344262295081967,0.48,0.5021645021645021,0.47443192270699786,0.025374346651664874,21,0.48846960167714887,0.4762886597938144,0.4952978056426332,0.483402489626556,0.4890738813735692,0.4865064876227444,0.0063525020124545264
0.00128936767578125,0.00011482056587776354,0.001450824737548828,0.000857507563965539,l1,balanced,0.001,"{'penalty': 'l1', 'class_weight': 'balanced', 'C': 0.001}",0.2549019607843137,0.25245901639344265,0.25245901639344265,0.2553191489361702,0.2553191489361702,0.25409165828870783,0.0013417224623557904,49,0.2538902538902539,0.25450081833060556,0.25450081833060556,0.2537863282848956,0.2537863282848956,0.2540929094242512,0.0003352111594930275
0.0043471336364746095,0.0020342839920456783,0.0011101245880126953,0.0002385955821079827,l2,balanced,10.0,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 10.0}",0.29411764705882354,0.29111531190926276,0.2925851703406814,0.2948207171314741,0.29435483870967744,0.29339873702998387,0.0013659363455444141,31,0.2929440389294404,0.28789323164918973,0.3070665988815455,0.29980276134122286,0.29846306395637084,0.29723393895155387,0.006487570472128418
